"date","cases_lag","deaths_new"
2023-06-29,199,0
2023-06-30,224,0
2023-07-01,184,2
2023-07-02,139,0
2023-07-03,137,0
2023-07-04,142,2
2023-07-05,178,0
2023-07-06,200,2
2023-07-07,170,2
2023-07-08,202,0
2023-07-09,173,0
2023-07-10,140,0
2023-07-11,122,2
2023-07-12,156,0
2023-07-13,159,0
2023-07-14,123,0
2023-07-15,129,0
2023-07-16,129,0
2023-07-17,96,0
2023-07-18,102,0
2023-07-19,139,1
2023-07-20,171,1
2023-07-21,177,0
2023-07-22,119,1
2023-07-23,130,0
2023-07-24,58,1
2023-07-25,65,0
2023-07-26,117,0
2023-07-27,117,0
2023-07-28,104,0
2023-07-29,129,0
2023-07-30,105,0
2023-07-31,73,0
2023-08-01,57,0
2023-08-02,67,0
2023-08-03,97,1
2023-08-04,109,1
2023-08-05,106,0
2023-08-06,73,0
2023-08-07,77,0
2023-08-08,75,0
2023-08-09,106,0
2023-08-10,131,0
2023-08-11,94,0
2023-08-12,113,0
2023-08-13,114,0
